State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Uttar Pradesh",Pillibhit,Pilibhit,Ginger(Green),"Green Ginger",FAQ,14/04/2024,7480,7580,7530
"Uttar Pradesh",Pillibhit,Pilibhit,"Mousambi(Sweet Lime)",Mousambi,Medium,14/04/2024,3350,3440,3395
"Uttar Pradesh",Pillibhit,Pilibhit,Papaya,Papaya,Medium,14/04/2024,1960,2060,2015
"Uttar Pradesh",Pillibhit,Pilibhit,Potato,Desi,FAQ,14/04/2024,1410,1495,1455
"Uttar Pradesh",Pillibhit,Puranpur,Apple,Delicious,Medium,14/04/2024,7950,8040,7995
"Uttar Pradesh",Pillibhit,Puranpur,Pumpkin,Pumpkin,FAQ,14/04/2024,1550,1610,1578
"Uttar Pradesh",Raebarelli,Raibareilly,"Barley (Jau)",Dara,FAQ,14/04/2024,2090,2110,2100
"Uttar Pradesh",Raebarelli,Raibareilly,"Bottle gourd","Bottle Gourd",FAQ,14/04/2024,1480,1525,1500
"Uttar Pradesh",Raebarelli,Raibareilly,Ginger(Green),"Green Ginger",FAQ,14/04/2024,8240,8280,8260
"Uttar Pradesh",Raebarelli,Raibareilly,"Green Chilli","Green Chilly",FAQ,14/04/2024,3550,3660,3600
"Uttar Pradesh",Raebarelli,Raibareilly,"Mousambi(Sweet Lime)",Mousambi,Medium,14/04/2024,3400,3500,3450
"Uttar Pradesh",Raebarelli,Raibareilly,Mustard,Sarson(Black),FAQ,14/04/2024,5650,5670,5660
"Uttar Pradesh",Raebarelli,Raibareilly,Paddy(Dhan)(Common),Common,FAQ,14/04/2024,2250,2280,2260
"Uttar Pradesh",Rampur,Rampur,Apple,Delicious,Medium,14/04/2024,8100,8200,8150
"Uttar Pradesh",Rampur,Rampur,"Banana - Green","Banana - Green",FAQ,14/04/2024,1840,1900,1870
"Uttar Pradesh",Rampur,Rampur,"Bottle gourd","Bottle Gourd",FAQ,14/04/2024,1480,1560,1520
"Uttar Pradesh",Rampur,Rampur,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1420,1500,1460
"Uttar Pradesh",Rampur,Rampur,Onion,Red,FAQ,14/04/2024,1750,1820,1780
"Uttar Pradesh",Rampur,Rampur,Papaya,Papaya,Medium,14/04/2024,2300,2400,2350
Uttrakhand,Dehradoon,Vikasnagar,Apple,Other,Medium,14/04/2024,4300,6500,6500
Uttrakhand,Dehradoon,Vikasnagar,Ginger(Green),Other,FAQ,14/04/2024,1000,4000,2000
Uttrakhand,Dehradoon,Vikasnagar,Papaya,Other,Medium,14/04/2024,2100,2400,2400
Uttrakhand,Haridwar,Roorkee,"Karbuja(Musk Melon)",Other,Medium,14/04/2024,1500,2500,2000
Uttrakhand,Nanital,Haldwani,Cauliflower,Other,FAQ,14/04/2024,1000,1500,1200
Uttrakhand,Nanital,Haldwani,Potato,Other,FAQ,14/04/2024,1000,1400,1200
Uttrakhand,UdhamSinghNagar,Sitarganj,Banana,Other,Medium,14/04/2024,1800,2200,2000
Uttrakhand,UdhamSinghNagar,Sitarganj,Raddish,Other,FAQ,14/04/2024,800,1200,1000
Uttrakhand,UdhamSinghNagar,Sitarganj,"Water Melon",Other,Large,14/04/2024,1000,1500,1200
"West Bengal",Bankura,"Bankura Sadar","Sweet Pumpkin","Sweet Pumpkin",FAQ,14/04/2024,1200,1500,1400
"West Bengal",Bankura,"Indus(Bankura Sadar)","Green Chilli","Green Chilly",FAQ,14/04/2024,3900,4500,4200
"West Bengal",Burdwan,Kalna,Brinjal,Other,FAQ,14/04/2024,3200,3500,3400
"West Bengal",Burdwan,Kalna,Potato,Jyoti,FAQ,14/04/2024,1980,2020,2000
"West Bengal",Coochbehar,Dinhata,Brinjal,Brinjal,FAQ,14/04/2024,800,1200,1000
"West Bengal",Coochbehar,Dinhata,Potato,Jyoti,FAQ,14/04/2024,1700,1800,1750
"West Bengal",Darjeeling,Darjeeling,Ginger(Green),Other,FAQ,14/04/2024,9000,9200,9100
"West Bengal",Darjeeling,Darjeeling,"Squash(Chappal Kadoo)",Other,FAQ,14/04/2024,2200,2400,2300
"West Bengal",Darjeeling,Karsiyang(Matigara),Cabbage,Other,FAQ,14/04/2024,1800,2000,1900
"West Bengal",Darjeeling,Karsiyang(Matigara),Carrot,Other,FAQ,14/04/2024,3500,4000,3800
"West Bengal",Darjeeling,Karsiyang(Matigara),"French Beans (Frasbean)",Other,FAQ,14/04/2024,6000,7000,6500
"West Bengal",Darjeeling,Karsiyang(Matigara),Rice,Other,FAQ,14/04/2024,4000,4500,4200
"West Bengal",Darjeeling,Siliguri,"Green Chilli","Green Chilly",FAQ,14/04/2024,4000,4500,4200
"West Bengal",Darjeeling,Siliguri,Potato,Jyoti,FAQ,14/04/2024,1660,1700,1680
"West Bengal",Hooghly,Champadanga,Onion,Nasik,FAQ,14/04/2024,2000,2200,2100
"West Bengal",Hooghly,Pandua,Brinjal,Round/Long,FAQ,14/04/2024,5900,6100,6000
"West Bengal",Hooghly,Pandua,Onion,Nasik,FAQ,14/04/2024,1900,2100,2000
"West Bengal",Hooghly,Pandua,Rice,Fine,FAQ,14/04/2024,4150,4250,4200
"West Bengal",Hooghly,Sheoraphuly,Cabbage,Other,FAQ,14/04/2024,800,1000,900
"West Bengal",Hooghly,Sheoraphuly,Carrot,Other,FAQ,14/04/2024,1300,1500,1400
"West Bengal",Hooghly,Sheoraphuly,Ridgeguard(Tori),Other,FAQ,14/04/2024,3600,3800,3700
"West Bengal",Hooghly,Sheoraphuly,"Sweet Pumpkin",Other,FAQ,14/04/2024,900,1100,1000
"West Bengal",Hooghly,Sheoraphuly,Tomato,Other,FAQ,14/04/2024,1000,1200,1100
"West Bengal",Malda,"English Bazar",Rice,Common,FAQ,14/04/2024,3750,3850,3800
"West Bengal",Medinipur(E),Egra/contai,Rice,Coarse,FAQ,14/04/2024,3400,3600,3500
"West Bengal",Medinipur(E),Kolaghat,Rice,Fine,FAQ,14/04/2024,3500,3700,3600
"West Bengal",Medinipur(E),Kolaghat,Rose(Local),"Rose (Local)",FAQ,14/04/2024,16000,20000,18000
"West Bengal",Medinipur(E),"Tamluk (Medinipur E)",Cabbage,Cabbage,FAQ,14/04/2024,1600,2000,1800
"West Bengal",Medinipur(E),"Tamluk (Medinipur E)",Onion,Onion,FAQ,14/04/2024,1800,2200,2000
"West Bengal",Medinipur(E),"Tamluk (Medinipur E)","Sweet Pumpkin","Sweet Pumpkin",FAQ,14/04/2024,1600,2000,1800
"West Bengal",Medinipur(W),Ghatal,Tomato,Hybrid,FAQ,14/04/2024,1510,1560,1520
"West Bengal",Murshidabad,Jangipur,Potato,Jyoti,FAQ,14/04/2024,1570,1620,1600
"West Bengal",Murshidabad,Jangipur,Turmeric,Finger,FAQ,14/04/2024,10835,10950,10900
"West Bengal",Nadia,Karimpur,Mustard,"Yellow (Black)",FAQ,14/04/2024,5500,5650,5600
"West Bengal","North 24 Parganas",Barasat,Brinjal,Other,FAQ,14/04/2024,1800,1800,1800
"West Bengal","North 24 Parganas",Barasat,Onion,Other,FAQ,14/04/2024,1500,1500,1500
"West Bengal",Puruliya,Purulia,"Masur Dal","Masur Dal",FAQ,14/04/2024,9800,9900,9900
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Apple,Apple,Medium,14/04/2024,5000,12000,10000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Bottle gourd",Other,FAQ,14/04/2024,800,1500,1200
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Grapes,Other,Medium,14/04/2024,5000,8000,7000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Lemon,Other,FAQ,14/04/2024,7000,9000,8000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Tomato,Other,FAQ,14/04/2024,800,2000,1600
Chattisgarh,Raigarh,Raigarh,Potato,Other,FAQ,14/04/2024,1700,2200,1900
Gujarat,Amreli,Damnagar,"Green Chilli","Green Chilly",FAQ,14/04/2024,3200,4050,3850
Gujarat,Amreli,Damnagar,Tomato,Local,FAQ,14/04/2024,1500,2050,1850
Gujarat,Panchmahals,Gogamba,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,14/04/2024,9450,10250,9850
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Brinjal,Brinjal,FAQ,14/04/2024,1000,2000,1500
Gujarat,Surat,Mandvi,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,14/04/2024,5000,7500,6250
Gujarat,Surat,Mandvi,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,14/04/2024,11000,11000,11000
Haryana,Ambala,Mullana,Wheat,Other,FAQ,14/04/2024,2275,2275,2275
Haryana,Ambala,Naraingarh,Wheat,Other,FAQ,14/04/2024,2275,2275,2275
Haryana,Faridabad,Faridabad,Apple,Apple,Large,14/04/2024,3000,6000,4500
Haryana,Faridabad,Faridabad,"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,2500,3500,3000
Haryana,Faridabad,Faridabad,"Bitter gourd",Other,FAQ,14/04/2024,1500,3000,2250
Haryana,Faridabad,Faridabad,"Bottle gourd",Other,FAQ,14/04/2024,1000,1600,1300
Haryana,Faridabad,Faridabad,Cabbage,Other,FAQ,14/04/2024,800,1600,1200
Haryana,Faridabad,Faridabad,Chikoos(Sapota),Other,Large,14/04/2024,1800,2000,1900
Haryana,Faridabad,Faridabad,"Cluster beans","Cluster Beans",FAQ,14/04/2024,1000,1600,1300
Haryana,Faridabad,Faridabad,Mango,Other,Large,14/04/2024,3000,8000,5500
Haryana,Hissar,Barwala(Hisar),Banana,Other,Medium,14/04/2024,1700,1800,1750
Haryana,Hissar,Barwala(Hisar),"Bitter gourd",Other,FAQ,14/04/2024,2000,2500,2500
Haryana,Hissar,Barwala(Hisar),Capsicum,Capsicum,FAQ,14/04/2024,1500,2000,1800
Haryana,Hissar,Barwala(Hisar),Cauliflower,Other,FAQ,14/04/2024,1000,1250,1100
Haryana,Hissar,Barwala(Hisar),Chikoos(Sapota),Other,Medium,14/04/2024,2500,3000,2800
Haryana,Hissar,Barwala(Hisar),Potato,Other,FAQ,14/04/2024,1000,1200,1100
Haryana,Hissar,Hansi,Tinda,Other,FAQ,14/04/2024,1000,1000,1000
Haryana,Hissar,Uklana,Cauliflower,Cauliflower,FAQ,14/04/2024,800,800,800
Haryana,Hissar,Uklana,Pomegranate,Pomogranate,Medium,14/04/2024,6000,6000,6000
Haryana,Hissar,Uklana,Spinach,Spinach,FAQ,14/04/2024,600,700,700
Haryana,Jind,Narwana,Cauliflower,Cauliflower,FAQ,14/04/2024,1500,2000,2000
Haryana,Jind,Narwana,Chikoos(Sapota),Other,Medium,14/04/2024,3000,3000,3000
Haryana,Jind,Narwana,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1500,1500,1500
Haryana,Kaithal,Siwan,Cauliflower,Other,FAQ,14/04/2024,2400,2500,2500
Haryana,Kaithal,Siwan,Cucumbar(Kheera),Other,FAQ,14/04/2024,1000,1100,1000
Haryana,Kaithal,Siwan,"Leafy Vegetable",Other,FAQ,14/04/2024,1000,1800,1500
Haryana,Karnal,"New Grain Market(main), Karnal",Cucumbar(Kheera),Other,FAQ,14/04/2024,600,2000,1300
Haryana,Karnal,"New Grain Market(main), Karnal","Peas cod",Other,FAQ,14/04/2024,2000,3500,2750
Haryana,Mahendragarh-Narnaul,Mohindergarh,Chikoos(Sapota),Sapota,Medium,14/04/2024,2000,2500,2000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Grapes,Green,Medium,14/04/2024,4000,5000,5000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Potato,Potato,FAQ,14/04/2024,900,1000,1000
Haryana,Mewat,Taura,Grapes,Other,Medium,14/04/2024,5000,5000,5000
Haryana,Mewat,Taura,"Mousambi(Sweet Lime)",Other,Medium,14/04/2024,4000,4000,4000
Haryana,Mewat,Taura,"Water Melon",Other,Medium,14/04/2024,2000,2000,2000
Haryana,Panipat,Madlauda,Potato,Other,FAQ,14/04/2024,1000,1000,1000
Haryana,Sirsa,kalanwali,Banana,Other,Medium,14/04/2024,1800,2000,2000
Haryana,Sirsa,Rania,"Green Chilli","Green Chilly",FAQ,14/04/2024,1880,2000,1990
Haryana,Sirsa,Rania,"Long Melon(Kakri)","Long Melon (Kakri)",FAQ,14/04/2024,1100,1300,1200
Haryana,Sirsa,Sirsa,Onion,Other,FAQ,14/04/2024,1200,1850,1400
Haryana,Sonipat,Ganaur,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,5000,6000,5500
Haryana,Sonipat,Ganaur,Spinach,Spinach,FAQ,14/04/2024,1500,2000,1800
Haryana,Sonipat,Ganaur,Tomato,Tomato,FAQ,14/04/2024,1500,2000,1800
Haryana,Sonipat,Gohana,"Banana - Green",Other,FAQ,14/04/2024,2200,3000,2600
Haryana,Sonipat,Gohana,Tinda,Other,FAQ,14/04/2024,1200,1600,1400
"Himachal Pradesh",Kullu,Bhuntar,Cucumbar(Kheera),Other,FAQ,14/04/2024,2500,3000,2800
"Himachal Pradesh",Kullu,Bhuntar,Spinach,Other,FAQ,14/04/2024,500,600,550
"Himachal Pradesh",Kullu,Bhuntar,"Water Melon",Other,Medium,14/04/2024,2500,2800,2700
"Himachal Pradesh",Mandi,Mandi(Takoli),Cauliflower,Other,FAQ,14/04/2024,600,1200,1000
"Himachal Pradesh",Mandi,Mandi(Takoli),Potato,Other,FAQ,14/04/2024,1000,1500,1500
"Himachal Pradesh",Mandi,Mandi(Takoli),Tomato,Other,FAQ,14/04/2024,2000,2500,2500
Karnataka,Bangalore,Ramanagara,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,2000,3600,3000
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,FAQ,14/04/2024,3000,4000,3500
Karnataka,Bangalore,Ramanagara,"Knool Khol","Knool Khol",FAQ,14/04/2024,3600,4400,4000
Karnataka,Belgaum,Ramdurga,Cow,Cow,FAQ,14/04/2024,25000,25000,25000
Karnataka,Belgaum,Ramdurga,Ox,Ox,FAQ,14/04/2024,26000,33000,30000
Karnataka,Mandya,"K.R. Pet","Sweet Pumpkin","Sweet Pumpkin",FAQ,14/04/2024,400,400,400
Kerala,Kollam,Anchal,Ashgourd,Other,FAQ,14/04/2024,6700,6900,6800
Kerala,Kollam,Anchal,Coconut,Other,FAQ,14/04/2024,4600,4800,4700
Kerala,Kollam,Anchal,Pineapple,Other,Medium,14/04/2024,6500,6700,6600
Kerala,Kollam,Chathanoor,Banana,"Red Banana",Medium,14/04/2024,5800,6200,6000
Kerala,Kollam,Chathanoor,Cabbage,Other,FAQ,14/04/2024,4800,5200,5000
Kerala,Kollam,Chathanoor,"Water Melon",Other,Medium,14/04/2024,2300,2700,2500
Kerala,Kollam,Nedumpana,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,6000,6400,6200
Kerala,Kollam,Nedumpana,Cowpea(Veg),"Cowpea (Veg)",FAQ,14/04/2024,8000,8600,8400
Kerala,Kottayam,Adithyapuram,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,3000,3800,3500
Kerala,Kottayam,Pala,"Cluster beans","Cluster Beans",FAQ,14/04/2024,9000,9600,9300
Kerala,Kottayam,Pala,"Green Chilli","Green Chilly",FAQ,14/04/2024,6300,10000,8300
Kerala,Kottayam,Pala,Onion,Big,FAQ,14/04/2024,2600,3400,3000
Kerala,Kottayam,Pala,Tomato,Tomato,FAQ,14/04/2024,3800,4600,4200
Kerala,Thirssur,Pariyaram,Banana,Poovan,Medium,14/04/2024,1200,3200,2100
Kerala,Thirssur,Pariyaram,Pumpkin,Pumpkin,FAQ,14/04/2024,2000,3200,2700
Kerala,Thiruvananthapuram,Kunnathukkal,Banana,Robusta,Large,14/04/2024,2000,2500,2200
Kerala,Thiruvananthapuram,Parassala,Beetroot,Beetroot,FAQ,14/04/2024,3000,3200,3000
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round,FAQ,14/04/2024,2800,3000,2800
Kerala,Thiruvananthapuram,Parassala,Carrot,Carrot,FAQ,14/04/2024,3000,3200,3000
Kerala,Thiruvananthapuram,Parassala,"Elephant Yam (Suran)","Elephant Yam (Suran)",FAQ,14/04/2024,4000,4500,4000
Kerala,Thiruvananthapuram,Parassala,Lemon,Lemon,FAQ,14/04/2024,7000,7200,7000
Kerala,Thiruvananthapuram,Vengannore,Snakeguard,Snakeguard,FAQ,14/04/2024,1100,1500,1300
"Madhya Pradesh",Badwani,Sendhwa,Maize,"Deshi Red",FAQ,14/04/2024,2070,2105,1850
"Madhya Pradesh",Badwani,Sendhwa,Wheat,Lokwan,FAQ,14/04/2024,2525,2665,2525
"Madhya Pradesh",Betul,Betul,Maize,Yellow,FAQ,14/04/2024,1900,1900,1900
"Madhya Pradesh",Bhind,Alampur,Mustard,Mustard,FAQ,14/04/2024,4650,5000,4750
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Mousambi(Sweet Lime)",Other,Medium,14/04/2024,3000,4500,4000
Chattisgarh,Bijapur,Bharamgarh,"Tamarind Seed","Tamarind Seed",FAQ,14/04/2024,3000,3200,3100
Chattisgarh,Bijapur,Bijapur,"Tamarind Seed","Tamarind Seed",FAQ,14/04/2024,3000,3200,3100
Gujarat,Panchmahals,Gogamba,Maize,"Deshi Red",FAQ,14/04/2024,2625,3000,2850
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Brinjal,Brinjal,FAQ,14/04/2024,1000,2000,1500
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Guar,Gwar,FAQ,14/04/2024,5000,7000,6000
Haryana,Ambala,Mullana,Wheat,Other,FAQ,14/04/2024,2275,2275,2275
Haryana,Faridabad,Faridabad,"Bottle gourd",Other,FAQ,14/04/2024,1000,1600,1300
Haryana,Hissar,Barwala(Hisar),"Bitter gourd",Other,FAQ,14/04/2024,2000,2500,2500
Haryana,Hissar,Barwala(Hisar),Brinjal,Other,FAQ,14/04/2024,1200,1500,1400
Haryana,Hissar,Barwala(Hisar),Cauliflower,Other,FAQ,14/04/2024,1000,1250,1100
Haryana,Hissar,Barwala(Hisar),"Karbuja(Musk Melon)",Other,Medium,14/04/2024,1600,2000,1800
Haryana,Hissar,Barwala(Hisar),"Leafy Vegetable",Other,FAQ,14/04/2024,800,800,800
Haryana,Hissar,Barwala(Hisar),"Round gourd",Other,FAQ,14/04/2024,1000,1200,1100
Haryana,Hissar,Hansi,Brinjal,Other,FAQ,14/04/2024,800,1000,900
Haryana,Hissar,Hansi,Grapes,Other,Medium,14/04/2024,5000,5000,5000
Haryana,Hissar,Hansi,Guava,Other,Medium,14/04/2024,2000,2500,2300
Haryana,Hissar,Hansi,"Peas Wet",Other,FAQ,14/04/2024,3500,4000,4000
Haryana,Hissar,Hansi,Ridgeguard(Tori),Other,FAQ,14/04/2024,3000,3000,3000
Haryana,Hissar,Hansi,Tomato,Other,FAQ,14/04/2024,2000,2500,2300
Haryana,Hissar,Hissar,Tomato,Other,FAQ,14/04/2024,1200,2000,1800
Haryana,Jind,Narwana,"Mousambi(Sweet Lime)",Other,Medium,14/04/2024,3000,3000,3000
Haryana,Jind,Narwana,Potato,Other,FAQ,14/04/2024,700,1200,1000
Haryana,Kaithal,Siwan,Cucumbar(Kheera),Other,FAQ,14/04/2024,1000,1100,1000
Haryana,Karnal,"New Grain Market(main), Karnal","Bitter gourd",Other,FAQ,14/04/2024,1500,2500,2000
Haryana,Karnal,"New Grain Market(main), Karnal",Carrot,Carrot,FAQ,14/04/2024,1200,1500,1350
Haryana,Karnal,"New Grain Market(main), Karnal",Cucumbar(Kheera),Other,FAQ,14/04/2024,600,2000,1300
Haryana,Karnal,"New Grain Market(main), Karnal",Onion,Other,FAQ,14/04/2024,1000,1800,1400
Haryana,Mahendragarh-Narnaul,Mohindergarh,Cabbage,Cabbage,FAQ,14/04/2024,1000,1000,1000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Capsicum,Capsicum,FAQ,14/04/2024,1300,1500,1500
Haryana,Mahendragarh-Narnaul,Mohindergarh,"Green Chilli","Green Chilly",FAQ,14/04/2024,1600,1800,1600
Haryana,Mahendragarh-Narnaul,Mohindergarh,"Mousambi(Sweet Lime)",Mousambi,Medium,14/04/2024,3000,3000,3000
Haryana,Mahendragarh-Narnaul,Mohindergarh,Onion,Onion,FAQ,14/04/2024,1000,1100,1100
Haryana,Mewat,Taura,Grapes,Other,Medium,14/04/2024,5000,5000,5000
Haryana,Sirsa,Sirsa,Brinjal,Other,FAQ,14/04/2024,1500,2500,2200
Haryana,Sonipat,Ganaur,Cauliflower,Other,FAQ,14/04/2024,1200,1500,1400
Haryana,Sonipat,Ganaur,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1500,2000,1800
Haryana,Sonipat,Ganaur,"Long Melon(Kakri)",Other,FAQ,14/04/2024,2500,3000,2800
Haryana,Sonipat,Ganaur,Spinach,Spinach,FAQ,14/04/2024,1500,2000,1800
Haryana,Sonipat,Gohana,Cucumbar(Kheera),Other,FAQ,14/04/2024,1200,2000,1600
Haryana,Sonipat,Gohana,Onion,Other,FAQ,14/04/2024,1200,2000,1600
Haryana,Sonipat,Gohana,Tomato,Tomato,FAQ,14/04/2024,1200,2000,1600
Haryana,"Yamuna Nagar",Mustafabad,Cauliflower,Other,FAQ,14/04/2024,1300,1600,1400
"Himachal Pradesh",Bilaspur,Bilaspur,Raddish,Other,FAQ,14/04/2024,1000,1700,1200
"Himachal Pradesh",Bilaspur,Bilaspur,Tomato,Local,FAQ,14/04/2024,2300,3000,2600
"Himachal Pradesh",Kullu,Bhuntar,Cabbage,Other,FAQ,14/04/2024,1800,2000,1900
"Himachal Pradesh",Kullu,Bhuntar,Cucumbar(Kheera),Other,FAQ,14/04/2024,2500,3000,2800
"Himachal Pradesh",Kullu,Bhuntar,Potato,Other,FAQ,14/04/2024,1700,2000,1900
"Himachal Pradesh",Kullu,Bhuntar,"Water Melon",Other,Medium,14/04/2024,2500,2800,2700
"Himachal Pradesh",Mandi,Mandi(Takoli),Cauliflower,Other,FAQ,14/04/2024,600,1200,1000
Karnataka,Bangalore,Ramanagara,Beans,"Beans (Whole)",FAQ,14/04/2024,6000,7000,6500
Karnataka,Bangalore,Ramanagara,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,3000,4000,3500
Karnataka,Bangalore,Ramanagara,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1600,2200,2000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Ginger(Green),Other,FAQ,14/04/2024,6000,10000,9000
Punjab,Nawanshahr,Banga,"Bitter gourd",Other,FAQ,14/04/2024,3779,5080,4200
Punjab,Nawanshahr,Banga,Grapes,Other,Medium,14/04/2024,4450,6880,5000
Punjab,Nawanshahr,Banga,"Long Melon(Kakri)",Other,FAQ,14/04/2024,2634,2634,2634
Punjab,Nawanshahr,Banga,Pumpkin,Other,FAQ,14/04/2024,1391,1400,1395
Punjab,Sangrur,Ahmedgarh,Banana,Other,Medium,14/04/2024,2800,3000,3000
Punjab,Sangrur,Malerkotla,Apple,Other,Large,14/04/2024,12000,16000,15000
Punjab,Sangrur,Malerkotla,Banana,Other,Large,14/04/2024,1700,1700,1700
Punjab,Sangrur,Malerkotla,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,3500,4500,4000
Punjab,Sangrur,Malerkotla,Cabbage,Cabbage,FAQ,14/04/2024,1000,1500,1200
Punjab,Sangrur,Malerkotla,Coriander(Leaves),Coriander,FAQ,14/04/2024,500,1000,800
Punjab,Sangrur,Malerkotla,"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,14/04/2024,2000,3000,2500
Punjab,Sangrur,Malerkotla,Guava,Guava,Large,14/04/2024,2500,4000,3500
Punjab,Sangrur,Malerkotla,Potato,Other,FAQ,14/04/2024,800,1000,800
Punjab,Sangrur,Malerkotla,Tomato,Other,FAQ,14/04/2024,1500,2000,1700
Punjab,Sangrur,Malerkotla,Turnip,Other,FAQ,14/04/2024,1500,1500,1500
Punjab,Tarntaran,"Naushera Pannuan",Cauliflower,Other,FAQ,14/04/2024,1000,1200,1100
Punjab,Tarntaran,"Naushera Pannuan",Pumpkin,Other,FAQ,14/04/2024,1300,1500,1400
Punjab,Tarntaran,"Naushera Pannuan",Spinach,Other,FAQ,14/04/2024,1000,1200,1100
Punjab,Tarntaran,Patti,"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,6000,7000,6500
Punjab,Tarntaran,Patti,Brinjal,Other,FAQ,14/04/2024,800,1000,900
Punjab,Tarntaran,Patti,Cabbage,Other,FAQ,14/04/2024,800,1000,900
Punjab,Tarntaran,Patti,Garlic,Other,FAQ,14/04/2024,6000,7000,6500
Punjab,Tarntaran,Patti,Pumpkin,Other,FAQ,14/04/2024,1500,1800,1600
Punjab,Tarntaran,Patti,"Round gourd",Other,FAQ,14/04/2024,1500,1800,1600
Rajasthan,Sikar,Surajgarh,Mustard,Other,FAQ,14/04/2024,4800,4900,4850
Rajasthan,Tonk,Malpura,"Cummin Seed(Jeera)",Other,FAQ,14/04/2024,15200,22510,19000
Rajasthan,Tonk,Malpura,"Green Gram (Moong)(Whole)",Other,FAQ,14/04/2024,7300,7700,7600
Rajasthan,Tonk,Malpura,Mustard,Other,FAQ,14/04/2024,4700,5330,5100
Rajasthan,Tonk,Malpura,Soanf,Other,FAQ,14/04/2024,5700,7551,6800
Telangana,Adilabad,Adilabad,Cotton,"Cotton (Unginned)",FAQ,14/04/2024,5544,7200,6048
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),1001,FAQ,14/04/2024,2183,2183,2183
Telangana,Khammam,Madhira,Maize,Local,FAQ,14/04/2024,1709,2200,2100
Telangana,Khammam,Sattupalli,Maize,Hybrid,FAQ,14/04/2024,2000,2117,2100
Telangana,Khammam,"Sattupalli (ramalayam),RBZ",Tomato,Tomato,FAQ,14/04/2024,2600,2790,2670
Telangana,Mahbubnagar,Kalwakurthy,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,2000,3000,2500
Telangana,Mahbubnagar,Kalwakurthy,"Cluster beans","Cluster Beans",FAQ,14/04/2024,1000,2000,1500
Telangana,Mahbubnagar,Kalwakurthy,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,500,800,650
Telangana,Mahbubnagar,Kalwakurthy,Tomato,Local,FAQ,14/04/2024,600,1100,850
Telangana,Medak,Vantamamidi,Brinjal,"Arkasheela Mattigulla",FAQ,14/04/2024,500,1000,750
Telangana,Medak,Vantamamidi,"Cluster beans","Cluster Beans",FAQ,14/04/2024,2000,3000,2500
Telangana,Medak,Vantamamidi,Pumpkin,Other,FAQ,14/04/2024,600,600,600
Telangana,Medak,Vantamamidi,Tomato,Local,FAQ,14/04/2024,500,500,500
Telangana,Nalgonda,Voligonda,Paddy(Dhan)(Common),1001,FAQ,14/04/2024,2203,2203,2203
Telangana,"Ranga Reddy",Chevella,"Green Chilli","Green Chilly",FAQ,14/04/2024,6500,6500,6500
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)","Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,3500,3500,3500
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Banana - Green","Banana - Green",FAQ,14/04/2024,900,900,900
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,3500,3500,3500
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Cluster beans","Cluster Beans",FAQ,14/04/2024,2800,2800,2800
