State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"West Bengal",Darjeeling,Karsiyang(Matigara),Tomato,Other,FAQ,14/04/2024,2300,2500,2400
"West Bengal",Darjeeling,Siliguri,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,14/04/2024,11500,12000,11800
"West Bengal",Darjeeling,Siliguri,"Green Gram Dal (Moong Dal)","Green Gram Dal",FAQ,14/04/2024,9800,10200,10000
"West Bengal",Darjeeling,Siliguri,Rice,Fine(Basmati),FAQ,14/04/2024,4200,4500,4400
"West Bengal",Hooghly,Champadanga,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,4400,4600,4500
"West Bengal",Hooghly,Pandua,"Pointed gourd (Parval)",Other,FAQ,14/04/2024,5800,6000,5900
"West Bengal",Hooghly,Sheoraphuly,Brinjal,Round/Long,FAQ,14/04/2024,5600,5800,5700
"West Bengal",Hooghly,Sheoraphuly,"Green Chilli",Other,FAQ,14/04/2024,5000,5200,5100
"West Bengal",Hooghly,Sheoraphuly,Onion,Nasik,FAQ,14/04/2024,1950,2175,2050
"West Bengal",Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,14/04/2024,2060,2100,2080
"West Bengal",Malda,"English Bazar","Lentil (Masur)(Whole)","Masur Dal",FAQ,14/04/2024,8000,10000,9500
"West Bengal",Medinipur(E),Egra/contai,Onion,Onion,FAQ,14/04/2024,1800,2200,2000
"West Bengal",Medinipur(E),Egra/contai,"Sweet Pumpkin","Sweet Pumpkin",FAQ,14/04/2024,1600,2000,1800
"West Bengal",Medinipur(E),"Tamluk (Medinipur E)",Brinjal,Brinjal,FAQ,14/04/2024,3400,4000,3700
"West Bengal",Medinipur(W),Ghatal,Mustard,"Yellow (Black)",FAQ,14/04/2024,5600,5800,5700
"West Bengal",Medinipur(W),Ghatal,Paddy(Dhan)(Common),Common,FAQ,14/04/2024,2100,2250,2190
"West Bengal",Murshidabad,Jangipur,Jute,TD-5,FAQ,14/04/2024,4745,4850,4800
"West Bengal",Murshidabad,Jangipur,Paddy(Dhan)(Common),Common,FAQ,14/04/2024,2170,2210,2195
"West Bengal",Nadia,Karimpur,Wheat,Other,FAQ,14/04/2024,2350,2400,2375
"West Bengal","North 24 Parganas",Barasat,Potato,Other,FAQ,14/04/2024,2000,2000,2000
"West Bengal",Puruliya,Purulia,"Moath Dal","Moath Dal",FAQ,14/04/2024,10800,10900,10900
"West Bengal",Puruliya,Purulia,Potato,Jyoti,FAQ,14/04/2024,1700,1760,1750
"West Bengal",Puruliya,Purulia,Pumpkin,Other,FAQ,14/04/2024,1300,1500,1400
"West Bengal","Sounth 24 Parganas","Diamond Harbour(South 24-pgs)",Rice,Common,FAQ,14/04/2024,3200,3400,3300
"West Bengal","Sounth 24 Parganas","Diamond Harbour(South 24-pgs)",Rice,"Super Fine",FAQ,14/04/2024,5000,5500,5200
"Andhra Pradesh",Chittor,Kalikiri,Tomato,Local,FAQ,14/04/2024,1000,1800,1400
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Cauliflower,Other,FAQ,14/04/2024,600,1000,800
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Peas Wet",Other,FAQ,14/04/2024,2000,4000,3500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Potato,Other,FAQ,14/04/2024,300,1200,1000
Chattisgarh,Dantewada,Gidam,Mahua,Other,FAQ,14/04/2024,2000,2200,2100
Chattisgarh,Raigarh,Raigarh,Onion,Other,FAQ,14/04/2024,1800,2300,1800
Gujarat,Surat,Mandvi,Paddy(Dhan)(Common),Other,FAQ,14/04/2024,1750,2000,1875
Haryana,Ambala,Mullana,Mustard,Sarson(Black),FAQ,14/04/2024,5650,5650,5650
Haryana,Faridabad,Faridabad,"Mousambi(Sweet Lime)",Other,Large,14/04/2024,2500,3000,2750
Haryana,Faridabad,Faridabad,Raddish,Other,FAQ,14/04/2024,600,1400,1000
Haryana,Hissar,Barwala(Hisar),"Bottle gourd",Other,FAQ,14/04/2024,1500,1500,1500
Haryana,Hissar,Barwala(Hisar),Cucumbar(Kheera),Other,FAQ,14/04/2024,1500,1800,1800
Haryana,Hissar,Barwala(Hisar),Tomato,Other,FAQ,14/04/2024,1000,1200,1100
Haryana,Hissar,Hansi,Guava,Other,Medium,14/04/2024,2000,2500,2300
Haryana,Hissar,Hansi,Lemon,Other,FAQ,14/04/2024,6000,8000,7000
Haryana,Hissar,Hansi,Raddish,Other,FAQ,14/04/2024,1500,1500,1500
Haryana,Hissar,Uklana,"Bottle gourd","Bottle Gourd",FAQ,14/04/2024,700,800,800
Haryana,Hissar,Uklana,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,800,800,800
Haryana,Jind,Narwana,Apple,Other,Medium,14/04/2024,7000,10000,8500
Haryana,Jind,Narwana,"Mousambi(Sweet Lime)",Other,Medium,14/04/2024,3000,3000,3000
Haryana,Kaithal,Siwan,Cabbage,Other,FAQ,14/04/2024,1400,1500,1500
Haryana,Karnal,"New Grain Market(main), Karnal","Bottle gourd",Other,FAQ,14/04/2024,1000,1200,1100
Haryana,Karnal,"New Grain Market(main), Karnal",Capsicum,Other,FAQ,14/04/2024,1500,3000,2250
Haryana,Karnal,"New Grain Market(main), Karnal",Cauliflower,Other,FAQ,14/04/2024,600,900,750
Haryana,Karnal,"New Grain Market(main), Karnal",Mango,Other,Large,14/04/2024,5000,8000,6500
Haryana,Karnal,"New Grain Market(main), Karnal",Onion,Other,FAQ,14/04/2024,1000,1800,1400
Haryana,Karnal,"New Grain Market(main), Karnal",Tomato,Other,FAQ,14/04/2024,600,2800,1700
Haryana,Karnal,"New Grain Market(main), Karnal","Water Melon",Other,Large,14/04/2024,1500,2000,1750
Haryana,Kurukshetra,Pehowa,Tomato,Other,FAQ,14/04/2024,1500,1600,1600
Haryana,Mahendragarh-Narnaul,Mohindergarh,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,1500,2000,1500
Haryana,Mahendragarh-Narnaul,Mohindergarh,Mango,Safeda,Medium,14/04/2024,6000,7000,7000
Haryana,Mahendragarh-Narnaul,Mohindergarh,"Mousambi(Sweet Lime)",Mousambi,Medium,14/04/2024,3000,3000,3000
Haryana,Mewat,Punhana,Grapes,Other,Medium,14/04/2024,3000,3000,3000
Haryana,Mewat,Punhana,Onion,Other,FAQ,14/04/2024,2000,2000,2000
Haryana,Mewat,Punhana,Tomato,Other,FAQ,14/04/2024,2000,2000,2000
Haryana,Mewat,Taura,Banana,Other,Medium,14/04/2024,2000,2000,2000
Haryana,Mewat,Taura,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,6000,6000,6000
Haryana,Mewat,Taura,Capsicum,Capsicum,FAQ,14/04/2024,6000,6000,6000
Haryana,Mewat,Taura,Mango,Other,Medium,14/04/2024,10000,10000,10000
Haryana,Panipat,Madlauda,Onion,Other,FAQ,14/04/2024,2000,2000,2000
Haryana,Sirsa,Rania,Cabbage,Cabbage,FAQ,14/04/2024,880,1000,990
Haryana,Sirsa,Sirsa,Brinjal,Other,FAQ,14/04/2024,1500,2500,2200
Haryana,Sirsa,Sirsa,Potato,Other,FAQ,14/04/2024,800,1600,1200
Haryana,Sonipat,Ganaur,"Bottle gourd","Bottle Gourd",FAQ,14/04/2024,1200,1500,1400
Haryana,Sonipat,Ganaur,Carrot,Carrot,FAQ,14/04/2024,3000,4000,3500
Haryana,Sonipat,Ganaur,Coriander(Leaves),Coriander,FAQ,14/04/2024,1500,2000,1800
Haryana,Sonipat,Ganaur,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1500,2000,1800
Haryana,Sonipat,Ganaur,Ginger(Green),"Green Ginger",FAQ,14/04/2024,14000,15000,14000
Haryana,Sonipat,Ganaur,"Green Chilli","Green Chilly",FAQ,14/04/2024,5000,6000,5500
Haryana,Sonipat,Ganaur,Onion,Onion,FAQ,14/04/2024,2000,2500,2200
Haryana,Sonipat,Gohana,Brinjal,Other,FAQ,14/04/2024,1500,1600,1550
Haryana,Sonipat,Gohana,"Water Melon",Other,Large,14/04/2024,1500,2000,1750
Haryana,Sonipat,Sonepat(Kharkhoda),Onion,Other,FAQ,14/04/2024,800,1200,1000
Haryana,"Yamuna Nagar",Mustafabad,Carrot,Other,FAQ,14/04/2024,1200,1400,1400
Haryana,"Yamuna Nagar",Mustafabad,Pumpkin,Other,FAQ,14/04/2024,1800,1900,1800
"Himachal Pradesh",Kullu,Bhuntar,Carrot,Other,FAQ,14/04/2024,2000,2500,2300
"Himachal Pradesh",Kullu,Bhuntar,"French Beans (Frasbean)",Other,FAQ,14/04/2024,4500,5000,4800
"Himachal Pradesh",Kullu,Bhuntar,Ginger(Dry),Other,FAQ,14/04/2024,14500,15000,14800
"Himachal Pradesh",Kullu,Bhuntar,Grapes,Other,Medium,14/04/2024,8000,10000,9000
"Himachal Pradesh",Kullu,Bhuntar,"Peas Wet",Other,FAQ,14/04/2024,4000,4500,4300
"Himachal Pradesh",Mandi,Mandi(Takoli),Onion,Other,FAQ,14/04/2024,2500,2800,2800
"Himachal Pradesh",Mandi,Mandi(Takoli),"Peas Wet",Other,FAQ,14/04/2024,2000,4200,3000
Karnataka,Bangalore,Ramanagara,Beans,"Beans (Whole)",FAQ,14/04/2024,6000,7000,6500
Karnataka,Bangalore,Ramanagara,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,3000,4000,3500
Karnataka,Bangalore,Ramanagara,Brinjal,Brinjal,FAQ,14/04/2024,2400,4000,3200
Karnataka,Bangalore,Ramanagara,"Green Chilli","Green Chilly",FAQ,14/04/2024,4000,6000,5000
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,14/04/2024,2400,3500,3000
Karnataka,Mandya,"K.R. Pet",Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,2000,2000,2000
Karnataka,Mandya,"K.R. Pet",Tomato,Tomato,FAQ,14/04/2024,1000,1000,1000
Kerala,Alappuzha,Mannar,Amphophalus,Other,FAQ,14/04/2024,5000,5600,5500
Kerala,Kannur,Irityy,Banana,"Nendra Bale",Medium,14/04/2024,4500,4600,4600
Kerala,Kollam,Anchal,Banana,"Nendra Bale",Medium,14/04/2024,7500,7700,7600
Kerala,Kollam,Anchal,Beetroot,Other,FAQ,14/04/2024,6400,6600,6500
Kerala,Kollam,Anchal,Cucumbar(Kheera),Other,FAQ,14/04/2024,3600,3800,3700
Kerala,Kollam,Anchal,"Elephant Yam (Suran)","Elephant Yam (Suran)",FAQ,14/04/2024,5300,5500,5400
Kerala,Kollam,Anchal,Onion,Other,FAQ,14/04/2024,3700,3900,3800
Kerala,Kollam,Anchal,Pumpkin,Pumpkin,FAQ,14/04/2024,4300,4500,4400
Kerala,Kollam,Anchal,Tapioca,Other,FAQ,14/04/2024,3300,3500,3400
Kerala,Kollam,Chathanoor,Pineapple,Other,Medium,14/04/2024,6800,7200,7000
Kerala,Kottayam,Pala,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,3800,5600,4200
Kerala,Kottayam,Pala,"Bitter gourd","Bitter Gourd",FAQ,14/04/2024,4500,6800,5500
Kerala,Kottayam,Pala,Carrot,Carrot,FAQ,14/04/2024,5000,6000,5500
Kerala,Kottayam,Pala,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,4500,5000,4700
Kerala,Pathanamthitta,Ezhamkulam,Coconut,Coconut,FAQ,14/04/2024,3300,4500,4500
Kerala,Thiruvananthapuram,Chenkal,Banana,Palayamthodan,Large,14/04/2024,1400,1700,1500
Kerala,Thiruvananthapuram,Kunnathukkal,Banana,"Nendra Bale",Large,14/04/2024,5200,5700,5500
Kerala,Thiruvananthapuram,Parassala,Banana,Palayamthodan,Medium,14/04/2024,2000,2200,2000
Kerala,Thiruvananthapuram,Parassala,Colacasia,Other,FAQ,14/04/2024,5800,6000,5800
Kerala,Thiruvananthapuram,Parassala,Cowpea(Veg),"Cowpea (Veg)",FAQ,14/04/2024,5000,5200,5000
Kerala,Thiruvananthapuram,Parassala,Ginger(Green),"Green Ginger",FAQ,14/04/2024,9000,9500,9000
Kerala,Thiruvananthapuram,Parassala,Tapioca,Tapioca,FAQ,14/04/2024,2500,2800,2500
Kerala,Thiruvananthapuram,Vengannore,Cowpea(Veg),"Cowpea (Veg)",FAQ,14/04/2024,6000,6500,6300
Kerala,Thiruvananthapuram,Vengannore,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,1000,1500,1400
"Madhya Pradesh",Alirajpur,Alirajpur,Maize,Local,FAQ,14/04/2024,1700,1700,1700
"Madhya Pradesh",Alirajpur,Jobat,"Bengal Gram(Gram)(Whole)","Desi (F.A.Q. Split)",FAQ,14/04/2024,5500,5500,5700
"Madhya Pradesh",Anupur,Anuppur,Paddy(Dhan)(Common),Common,FAQ,14/04/2024,2075,2075,2075
"Madhya Pradesh",Ashoknagar,Chanderi,Wheat,"Mill Quality",FAQ,14/04/2024,2200,2210,2210
"Madhya Pradesh",Badwani,Anjad,Maize,Local,FAQ,14/04/2024,1800,2050,2040
"Madhya Pradesh",Badwani,Badwani,Maize,Yellow,FAQ,14/04/2024,1600,2100,2050
"Madhya Pradesh",Betul,Betul,Maize,Local,FAQ,14/04/2024,2200,2200,1900
"Madhya Pradesh",Chhatarpur,Badamalhera,Wheat,"Mill Quality",FAQ,14/04/2024,2206,2215,2210
"Madhya Pradesh",Chhatarpur,Bijawar,Wheat,"Mill Quality",FAQ,14/04/2024,2275,2285,2275
"Madhya Pradesh",Chhatarpur,Chhatarpur,"Barley (Jau)",Deshi,FAQ,14/04/2024,1855,1865,1865
"Madhya Pradesh",Damoh,Hata,Wheat,"Mill Quality",FAQ,14/04/2024,2100,2200,2190
"Madhya Pradesh",Datia,Sevda,Wheat,Lokwan,FAQ,14/04/2024,2200,2240,2210
"Madhya Pradesh",Dhar,Badnawar,Soyabean,Yellow,FAQ,14/04/2024,4700,4800,4800
"Madhya Pradesh",Dhar,Dhar,Wheat,"Mill Quality",FAQ,14/04/2024,2270,2280,2660
"Madhya Pradesh",Dhar,Kukshi,Wheat,Local,FAQ,14/04/2024,2370,2475,2400
"Madhya Pradesh",Dhar,Rajgarh,Soyabean,Yellow,FAQ,14/04/2024,4395,4398,4398
"Madhya Pradesh",Dindori,Dindori,Paddy(Dhan)(Common),Other,FAQ,14/04/2024,1800,2150,1900
"Madhya Pradesh",Dindori,Dindori,Wheat,Local,FAQ,14/04/2024,2100,2150,2150
"Madhya Pradesh",Guna,Guna,Wheat,Local,FAQ,14/04/2024,2250,2300,2300
"Madhya Pradesh",Hoshangabad,Babai,Wheat,"Mill Quality",FAQ,14/04/2024,2225,2255,2230
"Madhya Pradesh",Hoshangabad,Itarsi,Wheat,Local,FAQ,14/04/2024,2300,2350,2345
"Madhya Pradesh",Hoshangabad,Pipariya,Wheat,"Mill Quality",FAQ,14/04/2024,2300,2300,2300
"Madhya Pradesh",Jabalpur,Shahpura(Jabalpur),"Lentil (Masur)(Whole)","Masur Dal",FAQ,14/04/2024,5200,5200,5200
"Madhya Pradesh",Jhabua,Jhabua,Soyabean,Soyabeen,FAQ,14/04/2024,4400,4400,4400
"Madhya Pradesh",Jhabua,Petlawad,Wheat,Other,FAQ,14/04/2024,2450,2450,2450
"Madhya Pradesh",Katni,Katni,Mustard,Sarson(Black),FAQ,14/04/2024,4800,4800,4800
"Madhya Pradesh",Khargone,Bhikangaon,Maize,Local,FAQ,14/04/2024,1675,2050,1805
"Madhya Pradesh",Khargone,Karhi,Maize,Local,FAQ,14/04/2024,2040,2080,2080
"Madhya Pradesh",Mandla,Bichhiya,Wheat,"Mill Quality",FAQ,14/04/2024,2100,2100,2100
"Madhya Pradesh",Mandla,Mandla,Wheat,Local,FAQ,14/04/2024,2010,2015,2278
"Madhya Pradesh",Mandla,Mandla,Wheat,"Mill Quality",FAQ,14/04/2024,2150,2280,2278
"Madhya Pradesh",Panna,Simariya,Wheat,Local,FAQ,14/04/2024,2150,2200,2200
"Madhya Pradesh",Raisen,Bareli,Wheat,Local,FAQ,14/04/2024,2171,2240,2150
"Madhya Pradesh",Raisen,Bareli,Wheat,"Mill Quality",FAQ,14/04/2024,2150,2200,2150
"Madhya Pradesh",Raisen,Gairatganj,Paddy(Dhan)(Common),"Puspa (MR 301)",FAQ,14/04/2024,3000,3100,3100
"Madhya Pradesh",Raisen,Raisen,Wheat,"Mill Quality",FAQ,14/04/2024,2401,2411,2411
"Madhya Pradesh",Rajgarh,Sarangpur,Garlic,Average,FAQ,14/04/2024,3068,6000,6000
"Madhya Pradesh",Rajgarh,Sarangpur,Wheat,Local,FAQ,14/04/2024,2250,2250,2250
"Madhya Pradesh",Rewa,Hanumana,"Lentil (Masur)(Whole)","Masur Dal",FAQ,14/04/2024,5500,5500,5500
"Madhya Pradesh",Sagar,Khurai,Wheat,Local,FAQ,14/04/2024,2400,2400,2400
"Madhya Pradesh",Sagar,Shahagarh,Wheat,Local,FAQ,14/04/2024,2200,2210,2230
"Madhya Pradesh",Sehore,Jawar,Wheat,Local,FAQ,14/04/2024,2200,2250,2260
"Madhya Pradesh",Sheopur,Sheopurkalan,Paddy(Dhan)(Common),Paddy,FAQ,14/04/2024,4000,4000,4000
"Madhya Pradesh",Tikamgarh,Niwadi,Wheat,"Mill Quality",FAQ,14/04/2024,2187,2281,2210
Maharashtra,Ahmednagar,Rahata,Beetroot,Other,FAQ,14/04/2024,700,1200,900
Maharashtra,Ahmednagar,Rahata,"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,2000,3500,2700
Maharashtra,Ahmednagar,Rahata,Chikoos(Sapota),Other,FAQ,14/04/2024,1000,1000,1000
Maharashtra,Ahmednagar,Rahata,Cucumbar(Kheera),Other,FAQ,14/04/2024,500,1200,800
Maharashtra,Ahmednagar,Rahata,Ginger(Green),Other,FAQ,14/04/2024,6000,12000,9000
Maharashtra,Ahmednagar,Rahata,"Karbuja(Musk Melon)",Other,FAQ,14/04/2024,1700,1700,1700
Maharashtra,Ahmednagar,Rahata,Pomegranate,Other,FAQ,14/04/2024,1000,15000,4500
Maharashtra,Ahmednagar,Rahata,Potato,Other,FAQ,14/04/2024,2500,2600,2550
Maharashtra,Ahmednagar,Rahata,Ridgeguard(Tori),Other,FAQ,14/04/2024,2000,3000,2500
Maharashtra,Ahmednagar,Rahata,Spinach,Other,FAQ,14/04/2024,5,5,5
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,FAQ,14/04/2024,500,1000,800
Maharashtra,Pune,Pune,"Amla(Nelli Kai)",Other,FAQ,14/04/2024,2000,3000,2500
Maharashtra,Pune,Pune,"Elephant Yam (Suran)",Other,FAQ,14/04/2024,1500,4000,2750
Maharashtra,Pune,Pune,Guar,Other,FAQ,14/04/2024,3000,6000,4500
Maharashtra,Pune,Pune,Methi(Leaves),Other,FAQ,14/04/2024,5,10,7
Maharashtra,Pune,Pune,Orange,Other,FAQ,14/04/2024,2000,8000,5000
Maharashtra,Pune,Pune,Pear(Marasebu),Other,FAQ,14/04/2024,5500,7500,6500
Maharashtra,Pune,Pune,"Peas Wet",Other,FAQ,14/04/2024,4000,7000,5500
Maharashtra,Pune,Pune,Pomegranate,Other,FAQ,14/04/2024,1000,16000,8500
Maharashtra,Pune,Pune,Spinach,Other,FAQ,14/04/2024,4,10,7
Maharashtra,Pune,Pune(Khadiki),Beetroot,Other,FAQ,14/04/2024,1200,1200,1200
Maharashtra,Pune,Pune(Khadiki),"Bottle gourd",Other,FAQ,14/04/2024,1100,1500,1300
Maharashtra,Pune,Pune(Khadiki),Coriander(Leaves),Other,FAQ,14/04/2024,7,9,8
Maharashtra,Pune,Pune(Khadiki),Mint(Pudina),Other,FAQ,14/04/2024,5,5,5
Maharashtra,Pune,Pune(Khadiki),Spinach,Other,FAQ,14/04/2024,4,6,5
Maharashtra,Pune,Pune(Manjri),"Onion Green",Other,FAQ,14/04/2024,3,15,9
Maharashtra,Pune,Pune(Manjri),Spinach,Other,FAQ,14/04/2024,1,6,4
Maharashtra,Pune,Pune(Moshi),"Elephant Yam (Suran)",Other,FAQ,14/04/2024,2500,3000,2750
Maharashtra,Pune,Pune(Moshi),Pineapple,Other,FAQ,14/04/2024,4000,4000,4000
Maharashtra,Pune,Pune(Moshi),Spinach,Other,FAQ,14/04/2024,5,5,5
Maharashtra,Pune,Pune(Moshi),"Water Melon",Other,FAQ,14/04/2024,800,1000,900
Maharashtra,Pune,Pune(Pimpri),Cabbage,Other,FAQ,14/04/2024,1000,1500,1250
Maharashtra,Pune,Pune(Pimpri),Cucumbar(Kheera),Other,FAQ,14/04/2024,1200,1500,1350
Maharashtra,Sangli,Palus,Brinjal,Other,FAQ,14/04/2024,1500,2500,2000
Maharashtra,Sangli,Palus,"Green Chilli",Other,FAQ,14/04/2024,6000,7000,6500
Maharashtra,Sangli,Palus,Tomato,Other,FAQ,14/04/2024,800,1000,900
Maharashtra,Sholapur,"Mangal Wedha","Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,1500,2500,2000
Maharashtra,Sholapur,"Mangal Wedha","Green Chilli",Other,FAQ,14/04/2024,4200,7000,6000
Odisha,Bhadrak,Bhadrak,"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,2500,3500,3000
Odisha,Bhadrak,Bhadrak,Pumpkin,Other,FAQ,14/04/2024,1100,1300,1200
Odisha,Bhadrak,Sahidngar,"Bitter gourd",Other,FAQ,14/04/2024,3000,4200,3500
Odisha,Bhadrak,Sahidngar,Paddy(Dhan)(Common),1001,FAQ,14/04/2024,2100,2183,2183
Odisha,Dhenkanal,Hindol,"Pointed gourd (Parval)",Other,FAQ,14/04/2024,6800,7200,7000
Odisha,Dhenkanal,Hindol,Potato,Potato,FAQ,14/04/2024,2600,2800,2700
Odisha,Dhenkanal,Hindol,Pumpkin,Pumpkin,FAQ,14/04/2024,1500,1700,1600
Odisha,Dhenkanal,Hindol,Ridgeguard(Tori),Other,FAQ,14/04/2024,3800,4200,4000
Odisha,Dhenkanal,Hindol,Tomato,Tomato,FAQ,14/04/2024,1800,2200,2000
Odisha,Nuapada,Khariar,Pumpkin,Other,FAQ,14/04/2024,2000,2600,2500
Odisha,Nuapada,Khariar,Tomato,Tomato,FAQ,14/04/2024,3000,3500,3000
Odisha,Nuapada,"Khariar Road",Cabbage,Other,FAQ,14/04/2024,3000,4000,4000
Odisha,Nuapada,"Khariar Road",Potato,Other,FAQ,14/04/2024,2000,2500,2500
Odisha,Nuapada,"Khariar Road",Tomato,Other,FAQ,14/04/2024,3000,3500,3000
Punjab,Bhatinda,"Bhagta Bhai Ka","Green Chilli",Other,FAQ,14/04/2024,4300,4300,4300
Punjab,Bhatinda,"Bhagta Bhai Ka",Potato,Other,FAQ,14/04/2024,1500,1500,1500
Punjab,Bhatinda,"Rampuraphul(Nabha Mandi)",Potato,Other,FAQ,14/04/2024,600,800,700
Punjab,Gurdaspur,"Dera Baba Nanak",Tomato,Tomato,FAQ,14/04/2024,1300,1500,1400
Punjab,Gurdaspur,Dinanagar,Cabbage,Cabbage,FAQ,14/04/2024,1200,1400,1400
Punjab,Gurdaspur,Kalanaur,Capsicum,Capsicum,FAQ,14/04/2024,2500,2500,2500
Punjab,Hoshiarpur,Mukerian,"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,4500,6500,5500
Chattisgarh,Dantewada,Gidam,Mahua,Other,FAQ,14/04/2024,2000,2200,2100
Chattisgarh,Raigarh,Raigarh,Paddy(Dhan)(Common),"Paddy Coarse",FAQ,14/04/2024,2000,2000,2000
Chattisgarh,Raigarh,Raigarh,Tomato,Other,FAQ,14/04/2024,1500,2000,1500
Gujarat,Amreli,Damnagar,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/04/2024,3450,4000,3850
Gujarat,Amreli,Damnagar,Cabbage,Cabbage,FAQ,14/04/2024,850,1250,1000
Gujarat,Amreli,Damnagar,Coriander(Leaves),Coriander,FAQ,14/04/2024,2000,2500,2250
Gujarat,Amreli,Damnagar,"Green Chilli","Green Chilly",FAQ,14/04/2024,3200,4050,3850
Gujarat,Amreli,Damnagar,Tomato,Local,FAQ,14/04/2024,1500,2050,1850
Gujarat,Panchmahals,Gogamba,Maize,"Deshi White",FAQ,14/04/2024,2750,3125,2925
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Cabbage,Cabbage,FAQ,14/04/2024,800,1100,950
Gujarat,Surat,Mandvi,"Cowpea (Lobia/Karamani)",Other,FAQ,14/04/2024,2000,2000,2000
Gujarat,Surat,Mandvi,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,14/04/2024,11000,11000,11000
Haryana,Faridabad,Faridabad,Apple,Apple,Large,14/04/2024,3000,6000,4500
Haryana,Faridabad,Faridabad,"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,2500,3500,3000
Haryana,Faridabad,Faridabad,"Bitter gourd",Other,FAQ,14/04/2024,1500,3000,2250
Haryana,Faridabad,Faridabad,Cauliflower,Cauliflower,FAQ,14/04/2024,2500,3500,3000
Haryana,Faridabad,Faridabad,"Karbuja(Musk Melon)",Karbhuja,Large,14/04/2024,1500,3000,2250
Haryana,Faridabad,Faridabad,Orange,Other,Large,14/04/2024,3000,4000,3500
Haryana,Fatehabad,"Tohana(New Veg Market)",Potato,Potato,FAQ,14/04/2024,1100,1200,1200
Haryana,Hissar,Barwala(Hisar),"Bhindi(Ladies Finger)",Other,FAQ,14/04/2024,2500,3000,2800
Haryana,Hissar,Barwala(Hisar),Grapes,Other,Medium,14/04/2024,3500,4000,3800
Haryana,Hissar,Barwala(Hisar),"Mousambi(Sweet Lime)",Other,Medium,14/04/2024,4500,5000,4800
Haryana,Hissar,Hansi,Apple,Other,Medium,14/04/2024,4000,8000,6000
Haryana,Hissar,Hansi,Pomegranate,Other,Medium,14/04/2024,5000,7000,6000
Haryana,Hissar,Hansi,Raddish,Other,FAQ,14/04/2024,1500,1500,1500
Haryana,Hissar,Hissar,Potato,Other,FAQ,14/04/2024,800,1400,1200
Haryana,Hissar,Hissar,"Water Melon",Other,Medium,14/04/2024,1000,1500,1300
Haryana,Hissar,Uklana,Apple,Apple,Medium,14/04/2024,5000,5000,5000
Haryana,Hissar,Uklana,Cauliflower,Cauliflower,FAQ,14/04/2024,800,800,800
Haryana,Hissar,Uklana,"Mousambi(Sweet Lime)",Mousambi,Medium,14/04/2024,3000,3500,3500
Haryana,Hissar,Uklana,Onion,Onion,FAQ,14/04/2024,1200,1200,1200
Haryana,Hissar,Uklana,Spinach,Spinach,FAQ,14/04/2024,600,700,700
Haryana,Jhajar,Jhajjar,Onion,Other,FAQ,14/04/2024,1300,1500,1400
Haryana,Jind,Narwana,Chikoos(Sapota),Other,Medium,14/04/2024,3000,3000,3000
Haryana,Kaithal,Siwan,"Bottle gourd",Other,FAQ,14/04/2024,1400,1500,1500
Haryana,Kaithal,Siwan,Potato,Other,FAQ,14/04/2024,1300,1400,1400
Haryana,Karnal,"New Grain Market(main), Karnal",Apple,Other,Large,14/04/2024,5000,14000,9500
Haryana,Karnal,"New Grain Market(main), Karnal",Brinjal,Other,FAQ,14/04/2024,1000,1500,1250
Haryana,Karnal,"New Grain Market(main), Karnal",Mango,Other,Large,14/04/2024,5000,8000,6500
Haryana,Karnal,"New Grain Market(main), Karnal",Potato,Other,FAQ,14/04/2024,1200,1500,1350
Haryana,Kurukshetra,Pipli,Wheat,WL711,FAQ,14/04/2024,2275,2275,2275
Haryana,Mahendragarh-Narnaul,Mohindergarh,Cucumbar(Kheera),Cucumbar,FAQ,14/04/2024,700,1200,1000
